BFItem      2407, 1, 17556, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2410, 2, 20589, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2418, 3, 28649, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2421, 4, 31672, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2432, 5, 42775, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2435, 6, 45792, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2446, 7, 56874, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2457, 8, 67955, C6:51:BC:E4:0A:00, -37, 8, 37
BFItem      2460, 9, 70983, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2474, 10, 85079, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2477, 11, 88094, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2488, 12, 99171, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2491, 13, 102184, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2502, 14, 113274, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2513, 15, 124356, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2516, 16, 127384, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2527, 17, 138469, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2530, 18, 141480, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2544, 19, 155576, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2555, 20, 166667, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2558, 21, 169691, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2569, 22, 180760, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2572, 23, 183791, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2583, 24, 194865, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2586, 25, 197882, C6:51:BC:E4:0A:00, -35, 8, 37
BFItem      2597, 26, 208962, C6:51:BC:E4:0A:00, -36, 8, 37
BFItem      2600, 27, 211979, C6:51:BC:E4:0A:00, -36, 8, 37
