BFItem        18, 1, 217600, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        21, 2, 220619, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        24, 3, 223638, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        32, 4, 231698, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        35, 5, 234721, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        46, 6, 245819, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        57, 7, 256900, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        60, 8, 259922, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        63, 9, 262937, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        71, 10, 270996, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        74, 11, 274020, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        85, 12, 285107, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        88, 13, 288128, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem        99, 14, 299208, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       102, 15, 302234, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       110, 16, 310305, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       124, 17, 324407, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       127, 18, 327427, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       138, 19, 338512, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       141, 20, 341541, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       149, 21, 349596, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       152, 22, 352627, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       155, 23, 355640, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       166, 24, 366705, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       169, 25, 369728, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       180, 26, 380814, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       183, 27, 383832, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       191, 28, 391914, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       194, 29, 394934, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       202, 30, 402995, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       205, 31, 406013, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       208, 32, 409036, C6:51:BC:E4:0A:00, -17, 8, 37
BFItem       222, 33, 423129, C6:51:BC:E4:0A:00, -17, 8, 37
