2656021, D1:83:FE:03:9C:37, -48, 4, 39
2656045, D1:83:FE:03:9C:37, -48, 4, 39
2656120, D1:83:FE:03:9C:37, -50, 4, 37
2656148, D1:83:FE:03:9C:37, -50, 4, 37
2656231, D1:83:FE:03:9C:37, -58, 4, 38
2656252, D1:83:FE:03:9C:37, -59, 4, 38
2656324, D1:83:FE:03:9C:37, -56, 4, 39
2656347, D1:83:FE:03:9C:37, -53, 4, 39
2656421, D1:83:FE:03:9C:37, -50, 4, 37
2656442, D1:83:FE:03:9C:37, -50, 4, 37
2656522, D1:83:FE:03:9C:37, -59, 4, 38
2656549, D1:83:FE:03:9C:37, -60, 4, 38
2656619, D1:83:FE:03:9C:37, -48, 4, 39
2656645, D1:83:FE:03:9C:37, -48, 4, 39
2656714, D1:83:FE:03:9C:37, -50, 4, 37
2656816, D1:83:FE:03:9C:37, -59, 4, 38
2656841, D1:83:FE:03:9C:37, -60, 4, 38
2656941, D1:83:FE:03:9C:37, -57, 4, 39
2657015, D1:83:FE:03:9C:37, -50, 4, 37
2657039, D1:83:FE:03:9C:37, -50, 4, 37
2657059, D1:83:FE:03:9C:37, -50, 4, 37
2657135, D1:83:FE:03:9C:37, -59, 4, 38
2657213, D1:83:FE:03:9C:37, -54, 4, 39
2657241, D1:83:FE:03:9C:37, -49, 4, 39
2657316, D1:83:FE:03:9C:37, -50, 4, 37
2657338, D1:83:FE:03:9C:37, -50, 4, 37
2657429, D1:83:FE:03:9C:37, -60, 4, 38
2657454, D1:83:FE:03:9C:37, -60, 4, 38
2657532, D1:83:FE:03:9C:37, -54, 4, 39
2657552, D1:83:FE:03:9C:37, -52, 4, 39
2657617, D1:83:FE:03:9C:37, -50, 4, 37
2657637, D1:83:FE:03:9C:37, -50, 4, 37
2657659, D1:83:FE:03:9C:37, -50, 4, 37
2657730, D1:83:FE:03:9C:37, -59, 4, 38
2657756, D1:83:FE:03:9C:37, -59, 4, 38
2657835, D1:83:FE:03:9C:37, -49, 4, 39
2657935, D1:83:FE:03:9C:37, -50, 4, 37
2658019, D1:83:FE:03:9C:37, -59, 4, 38
