351460, D1:83:FE:03:9C:37, -55, 4, 37
351490, D1:83:FE:03:9C:37, -55, 4, 37
351571, D1:83:FE:03:9C:37, -50, 4, 38
351597, D1:83:FE:03:9C:37, -51, 4, 38
351671, D1:83:FE:03:9C:37, -65, 4, 39
351700, D1:83:FE:03:9C:37, -62, 4, 39
351771, D1:83:FE:03:9C:37, -55, 4, 37
351797, D1:83:FE:03:9C:37, -55, 4, 37
351869, D1:83:FE:03:9C:37, -52, 4, 38
351894, D1:83:FE:03:9C:37, -51, 4, 38
351965, D1:83:FE:03:9C:37, -61, 4, 39
351993, D1:83:FE:03:9C:37, -65, 4, 39
352057, D1:83:FE:03:9C:37, -55, 4, 37
352086, D1:83:FE:03:9C:37, -55, 4, 37
352153, D1:83:FE:03:9C:37, -51, 4, 38
352176, D1:83:FE:03:9C:37, -51, 4, 38
352255, D1:83:FE:03:9C:37, -62, 4, 39
352277, D1:83:FE:03:9C:37, -62, 4, 39
352373, D1:83:FE:03:9C:37, -55, 4, 37
352394, D1:83:FE:03:9C:37, -55, 4, 37
352492, D1:83:FE:03:9C:37, -51, 4, 38
352571, D1:83:FE:03:9C:37, -64, 4, 39
352591, D1:83:FE:03:9C:37, -64, 4, 39
352668, D1:83:FE:03:9C:37, -54, 4, 37
352689, D1:83:FE:03:9C:37, -54, 4, 37
352765, D1:83:FE:03:9C:37, -51, 4, 38
352788, D1:83:FE:03:9C:37, -50, 4, 38
352864, D1:83:FE:03:9C:37, -63, 4, 39
352886, D1:83:FE:03:9C:37, -66, 4, 39
352962, D1:83:FE:03:9C:37, -55, 4, 37
352984, D1:83:FE:03:9C:37, -55, 4, 37
353057, D1:83:FE:03:9C:37, -51, 4, 38
353078, D1:83:FE:03:9C:37, -51, 4, 38
353169, D1:83:FE:03:9C:37, -63, 4, 39
353198, D1:83:FE:03:9C:37, -67, 4, 39
353267, D1:83:FE:03:9C:37, -54, 4, 37
353293, D1:83:FE:03:9C:37, -54, 4, 37
353374, D1:83:FE:03:9C:37, -53, 4, 38
353396, D1:83:FE:03:9C:37, -51, 4, 38
353500, D1:83:FE:03:9C:37, -66, 4, 39
353595, D1:83:FE:03:9C:37, -53, 4, 37
353666, D1:83:FE:03:9C:37, -50, 4, 38
353688, D1:83:FE:03:9C:37, -50, 4, 38
353763, D1:83:FE:03:9C:37, -61, 4, 39
353784, D1:83:FE:03:9C:37, -63, 4, 39
353851, D1:83:FE:03:9C:37, -53, 4, 37
353873, D1:83:FE:03:9C:37, -53, 4, 37
353997, D1:83:FE:03:9C:37, -50, 4, 38
354072, D1:83:FE:03:9C:37, -62, 4, 39
354098, D1:83:FE:03:9C:37, -62, 4, 39
354152, D1:83:FE:03:9C:37, -53, 4, 37
354175, D1:83:FE:03:9C:37, -53, 4, 37
354197, D1:83:FE:03:9C:37, -53, 4, 37
354371, D1:83:FE:03:9C:37, -66, 4, 39
354394, D1:83:FE:03:9C:37, -61, 4, 39
354471, D1:83:FE:03:9C:37, -53, 4, 37
354495, D1:83:FE:03:9C:37, -54, 4, 37
354562, D1:83:FE:03:9C:37, -53, 4, 38
354590, D1:83:FE:03:9C:37, -51, 4, 38
354674, D1:83:FE:03:9C:37, -64, 4, 39
354695, D1:83:FE:03:9C:37, -64, 4, 39
354776, D1:83:FE:03:9C:37, -54, 4, 37
354800, D1:83:FE:03:9C:37, -54, 4, 37
354851, D1:83:FE:03:9C:37, -52, 4, 38
354879, D1:83:FE:03:9C:37, -52, 4, 38
354951, D1:83:FE:03:9C:37, -64, 4, 39
354975, D1:83:FE:03:9C:37, -64, 4, 39
355000, D1:83:FE:03:9C:37, -63, 4, 39
355068, D1:83:FE:03:9C:37, -54, 4, 37
355090, D1:83:FE:03:9C:37, -54, 4, 37
355167, D1:83:FE:03:9C:37, -53, 4, 38
355191, D1:83:FE:03:9C:37, -51, 4, 38
355261, D1:83:FE:03:9C:37, -68, 4, 39
355291, D1:83:FE:03:9C:37, -63, 4, 39
355363, D1:83:FE:03:9C:37, -54, 4, 37
355472, D1:83:FE:03:9C:37, -51, 4, 38
355496, D1:83:FE:03:9C:37, -51, 4, 38
355658, D1:83:FE:03:9C:37, -54, 4, 37
355681, D1:83:FE:03:9C:37, -54, 4, 37
355791, D1:83:FE:03:9C:37, -51, 4, 38
355859, D1:83:FE:03:9C:37, -66, 4, 39
355880, D1:83:FE:03:9C:37, -64, 4, 39
355977, D1:83:FE:03:9C:37, -53, 4, 37
356058, D1:83:FE:03:9C:37, -50, 4, 38
356087, D1:83:FE:03:9C:37, -50, 4, 38
