2356329, D1:83:FE:03:9C:37, -47, 4, 39
2356353, D1:83:FE:03:9C:37, -48, 4, 39
2356426, D1:83:FE:03:9C:37, -45, 4, 37
2356454, D1:83:FE:03:9C:37, -45, 4, 37
2356530, D1:83:FE:03:9C:37, -49, 4, 38
2356630, D1:83:FE:03:9C:37, -48, 4, 39
2356832, D1:83:FE:03:9C:37, -49, 4, 38
2356852, D1:83:FE:03:9C:37, -48, 4, 38
2356954, D1:83:FE:03:9C:37, -47, 4, 39
2357025, D1:83:FE:03:9C:37, -45, 4, 37
2357055, D1:83:FE:03:9C:37, -45, 4, 37
2357150, D1:83:FE:03:9C:37, -53, 4, 38
2357226, D1:83:FE:03:9C:37, -54, 4, 39
2357253, D1:83:FE:03:9C:37, -47, 4, 39
2357360, D1:83:FE:03:9C:37, -46, 4, 37
2357418, D1:83:FE:03:9C:37, -49, 4, 38
2357442, D1:83:FE:03:9C:37, -50, 4, 38
2357522, D1:83:FE:03:9C:37, -47, 4, 39
2357548, D1:83:FE:03:9C:37, -51, 4, 39
2357625, D1:83:FE:03:9C:37, -45, 4, 37
2357649, D1:83:FE:03:9C:37, -45, 4, 37
2357726, D1:83:FE:03:9C:37, -50, 4, 38
2357747, D1:83:FE:03:9C:37, -49, 4, 38
2357821, D1:83:FE:03:9C:37, -47, 4, 39
2357916, D1:83:FE:03:9C:37, -47, 4, 37
2357946, D1:83:FE:03:9C:37, -45, 4, 37
2358021, D1:83:FE:03:9C:37, -47, 4, 38
2358048, D1:83:FE:03:9C:37, -48, 4, 38
2358128, D1:83:FE:03:9C:37, -48, 4, 39
2358151, D1:83:FE:03:9C:37, -47, 4, 39
2358219, D1:83:FE:03:9C:37, -45, 4, 37
2358313, D1:83:FE:03:9C:37, -50, 4, 38
2358333, D1:83:FE:03:9C:37, -49, 4, 38
2358357, D1:83:FE:03:9C:37, -48, 4, 38
2358432, D1:83:FE:03:9C:37, -47, 4, 39
2358456, D1:83:FE:03:9C:37, -51, 4, 39
2358529, D1:83:FE:03:9C:37, -46, 4, 37
2358614, D1:83:FE:03:9C:37, -48, 4, 38
2358634, D1:83:FE:03:9C:37, -50, 4, 38
2358713, D1:83:FE:03:9C:37, -47, 4, 39
2358737, D1:83:FE:03:9C:37, -54, 4, 39
2358760, D1:83:FE:03:9C:37, -47, 4, 39
2358833, D1:83:FE:03:9C:37, -46, 4, 37
2358854, D1:83:FE:03:9C:37, -46, 4, 37
2358927, D1:83:FE:03:9C:37, -50, 4, 38
2358954, D1:83:FE:03:9C:37, -50, 4, 38
2359029, D1:83:FE:03:9C:37, -50, 4, 39
2359055, D1:83:FE:03:9C:37, -52, 4, 39
2359124, D1:83:FE:03:9C:37, -45, 4, 37
2359224, D1:83:FE:03:9C:37, -50, 4, 38
2359331, D1:83:FE:03:9C:37, -47, 4, 39
2359356, D1:83:FE:03:9C:37, -48, 4, 39
2359435, D1:83:FE:03:9C:37, -46, 4, 37
2359513, D1:83:FE:03:9C:37, -49, 4, 38
2359541, D1:83:FE:03:9C:37, -48, 4, 38
2359613, D1:83:FE:03:9C:37, -53, 4, 39
2359641, D1:83:FE:03:9C:37, -49, 4, 39
2359719, D1:83:FE:03:9C:37, -45, 4, 37
2359742, D1:83:FE:03:9C:37, -44, 4, 37
